NAME,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,posneg
GOBP_POSTSYNAPSE_ORGANIZATION,178,-0.4580631,-1.6639342,0.001455604,0.16118635,1,4863,neg
GOBP_RENAL_SYSTEM_DEVELOPMENT,297,-0.43085983,-1.6589026,0,0.16799478,1,4715,neg
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION,25,-0.6299282,-1.6564113,0.012259195,0.1697341,1,4410,neg
GOBP_MOLTING_CYCLE,111,-0.47158742,-1.6540108,0,0.17146504,1,6257,neg
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT,50,-0.5467068,-1.6530191,0.005102041,0.17039841,1,4741,neg
GOBP_EMBRYONIC_PATTERN_SPECIFICATION,64,-0.52050847,-1.6522372,0,0.16923453,1,4029,neg
GOBP_ORGAN_INDUCTION,21,-0.63321424,-1.6517096,0.008431703,0.16737753,1,4218,neg
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY,22,-0.6307215,-1.6512114,0.008090615,0.16545354,1,4321,neg
GOBP_MESODERMAL_CELL_DIFFERENTIATION,29,-0.61182034,-1.650914,0.003327787,0.16317298,1,3981,neg
GOBP_CHLORIDE_TRANSPORT,109,-0.47376803,-1.6493303,0,0.16354074,1,4789,neg
GOBP_NEUROTRANSMITTER_UPTAKE,44,-0.55946267,-1.6471254,0.003395586,0.16554345,1,3970,neg
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM,24,-0.61971015,-1.6402595,0.012027492,0.17601562,1,2761,neg
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,50,-0.5314901,-1.6401209,0.001607717,0.1735372,1,4064,neg
GOBP_NEUROTRANSMITTER_REUPTAKE,35,-0.5793666,-1.6388628,0.003225806,0.17331523,1,3970,neg
GOBP_DNA_TEMPLATED_DNA_REPLICATION,160,-0.45340988,-1.6379097,0.001533742,0.17277578,1,3116,neg
GOBP_ANIMAL_ORGAN_FORMATION,60,-0.51858544,-1.6378415,0.001677852,0.17033832,1,4599,neg
GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE,17,-0.6637591,-1.6364145,0.015517241,0.17067012,1,2183,neg
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,39,-0.56533647,-1.6353873,0.00174216,0.17032711,1,3360,neg
GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS,18,-0.66985065,-1.6329061,0.00862069,0.17263857,1,3756,neg
GOBP_GLOMERULUS_DEVELOPMENT,61,-0.5148857,-1.6311784,0.001592357,0.17361312,1,3475,neg
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION,26,-0.615644,-1.6309272,0.008403362,0.17163084,1,5136,neg
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS,17,-0.66757154,-1.6285325,0.016806724,0.17390428,1,6305,neg
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS,30,-0.5905384,-1.6192871,0.008576329,0.18995784,1,7091,neg
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT,173,-0.43726802,-1.6190977,0,0.18785197,1,6006,neg
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION,177,-0.44167408,-1.6174843,0.001428571,0.18879889,1,5042,neg
GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION,44,-0.5537975,-1.615238,0.003311258,0.19122289,1,3415,neg
GOBP_HYPOTHALAMUS_DEVELOPMENT,24,-0.6267587,-1.6143444,0.009836066,0.19050102,1,3964,neg
GOBP_MONOATOMIC_ANION_TRANSPORT,143,-0.4558272,-1.613975,0,0.18881187,1,3893,neg
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT,31,-0.5858516,-1.6135466,0.008445946,0.18742216,1,2711,neg
GOBP_POSTREPLICATION_REPAIR,36,-0.5585019,-1.6120813,0.004854369,0.18807706,1,3029,neg
GOBP_KIDNEY_MORPHOGENESIS,91,-0.4763189,-1.6085582,0.00309119,0.19323498,1,4218,neg
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY,28,-0.5951285,-1.6080145,0.013311148,0.19209471,1,3415,neg
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,148,-0.44660252,-1.6067139,0,0.19246528,1,4741,neg
GOBP_MULTICELLULAR_ORGANISM_AGING,23,-0.6082195,-1.6054599,0.011965812,0.19286373,1,3184,neg
GOBP_TRABECULA_FORMATION,24,-0.6182502,-1.6040679,0.011182109,0.19324839,1,5684,neg
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM,61,-0.5046969,-1.6023321,0.003159558,0.19499628,1,3756,neg
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT,118,-0.46230137,-1.6011668,0.001545595,0.19548969,1,4732,neg
GOBP_FOREBRAIN_REGIONALIZATION,20,-0.6335833,-1.5993931,0.017301038,0.19679306,1,5832,neg
GOBP_AXONEME_ASSEMBLY,76,-0.48585513,-1.5989115,0.00805153,0.1956719,1,5607,neg
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS,30,-0.58210194,-1.5969046,0.01650165,0.1978602,1,4715,neg
GOBP_PROGESTERONE_METABOLIC_PROCESS,16,-0.669096,-1.594026,0.013986014,0.20191997,1,1426,neg
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION,21,-0.622204,-1.5939041,0.015050167,0.20004232,1,2879,neg
GOBP_ACROSOME_ASSEMBLY,23,-0.6073493,-1.5936702,0.009677419,0.198464,1,5829,neg
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION,106,-0.46151337,-1.5935526,0,0.19667935,1,2718,neg
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION,64,-0.49875167,-1.5931858,0.006666667,0.19533908,1,3554,neg
GOBP_EXOCRINE_SYSTEM_DEVELOPMENT,45,-0.5322921,-1.5925251,0.011456628,0.19479582,1,6353,neg
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION,20,-0.62662154,-1.5916303,0.012048192,0.19460337,1,1991,neg
GOBP_SKIN_EPIDERMIS_DEVELOPMENT,117,-0.45584473,-1.5910715,0,0.19375493,1,6257,neg
GOBP_SPERMATID_DIFFERENTIATION,193,-0.42777056,-1.5904118,0,0.19312175,1,5457,neg
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT,131,-0.4474436,-1.5891044,0.00304878,0.19383132,1,4174,neg
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION,27,-0.58397007,-1.5882578,0.018487396,0.1936776,1,5297,neg
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT,28,-0.5843501,-1.5858821,0.017391304,0.19646594,1,3756,neg
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS,42,-0.5350536,-1.5849849,0.006546645,0.19623302,1,3463,neg
GOBP_LOCOMOTORY_BEHAVIOR,190,-0.43063924,-1.5844469,0.001474926,0.19535908,1,3992,neg
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS,37,-0.55209035,-1.5794562,0.010135135,0.20385487,1,3735,neg
GOBP_POSTSYNAPSE_ASSEMBLY,39,-0.5413466,-1.5776764,0.010050251,0.20545083,1,3415,neg
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY,142,-0.43945926,-1.5772071,0.002994012,0.20454203,1,5482,neg
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING,32,-0.56420594,-1.5757926,0.018333333,0.20584653,1,5136,neg
GOBP_LYMPHANGIOGENESIS,17,-0.65186805,-1.5751382,0.017064847,0.20540696,1,3904,neg
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY,163,-0.43220702,-1.5749463,0,0.20393305,1,4218,neg
GOBP_NEURON_PROJECTION_GUIDANCE,214,-0.4210591,-1.5724707,0,0.20720728,1,4935,neg
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,18,-0.63979334,-1.570883,0.023372287,0.20841298,1,2693,neg
GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT,27,-0.5790202,-1.5707225,0.02529511,0.20689808,1,4715,neg
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION,92,-0.4678382,-1.5706595,0.001533742,0.20519775,1,5315,neg
GOBP_STEM_CELL_PROLIFERATION,113,-0.45100725,-1.5647948,0,0.2157043,1,4064,neg
GOBP_RESPONSE_TO_BMP,167,-0.42892903,-1.5638133,0,0.21586484,1,6202,neg
GOBP_RENAL_TUBULE_DEVELOPMENT,91,-0.46277225,-1.5638049,0.002998501,0.2140807,1,4218,neg
GOBP_CELL_JUNCTION_ASSEMBLY,419,-0.39567706,-1.5629507,0,0.21401589,1,3534,neg
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,258,-0.41500586,-1.5599753,0,0.21856081,1,5135,neg
GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS,129,-0.44571808,-1.5583847,0.001488095,0.2202368,1,3108,neg
GOBP_RESPONSE_TO_ACIDIC_PH,27,-0.57916,-1.5570892,0.025316456,0.22131738,1,4113,neg
GOBP_REGULATION_OF_STEM_CELL_PROLIFERATION,84,-0.47232527,-1.556598,0.003220612,0.22054435,1,4064,neg
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING,25,-0.58655936,-1.5533162,0.010526316,0.22614376,1,2879,neg
GOBP_REGULATION_OF_MORPHOGENESIS_OF_A_BRANCHING_STRUCTURE,47,-0.508373,-1.5508342,0.016528925,0.22970818,1,7661,neg
GOBP_HISTONE_H2A_MONOUBIQUITINATION,19,-0.61816263,-1.5506018,0.02862254,0.22852987,1,4195,neg
GOBP_DOPAMINERGIC_NEURON_DIFFERENTIATION,37,-0.5408413,-1.5481964,0.022727273,0.23203161,1,5523,neg
GOBP_AUTOPHAGY_OF_NUCLEUS,19,-0.6151921,-1.5471604,0.025510205,0.23242658,1,4235,neg
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS,57,-0.49119824,-1.5466257,0.008,0.23197852,1,5555,neg
GOBP_GLUTAMINE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS,27,-0.5700398,-1.5459745,0.038016528,0.23156153,1,3967,neg
GOBP_EMBRYONIC_AXIS_SPECIFICATION,32,-0.549041,-1.5450846,0.011784512,0.23194064,1,3981,neg
GOBP_DIENCEPHALON_DEVELOPMENT,70,-0.48363578,-1.5448701,0.00974026,0.23071735,1,4442,neg
GOBP_DENDRITE_MORPHOGENESIS,134,-0.43978775,-1.5436351,0.001574803,0.23173445,1,4693,neg
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM,413,-0.389173,-1.5435195,0,0.23023245,1,5496,neg
GOBP_HOMOLOGOUS_CHROMOSOME_SEGREGATION,62,-0.47931784,-1.5420004,0.009724474,0.23200051,1,3108,neg
GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION,30,-0.54594064,-1.5405062,0.020933978,0.23368515,1,4425,neg
GOBP_NEGATIVE_REGULATION_OF_STEM_CELL_PROLIFERATION,24,-0.5845527,-1.5391784,0.037414964,0.23494413,1,6257,neg
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION,52,-0.5076331,-1.5386658,0.01300813,0.23447205,1,7831,neg
GOBP_POSITIVE_REGULATION_OF_DENDRITE_DEVELOPMENT,17,-0.6318409,-1.5377146,0.036906853,0.23492172,1,2978,neg
GOBP_AORTIC_VALVE_MORPHOGENESIS,33,-0.5478644,-1.5374317,0.014778325,0.23401606,1,3699,neg
GOBP_LIPOPROTEIN_BIOSYNTHETIC_PROCESS,99,-0.4531092,-1.5374286,0.006125575,0.23236807,1,4511,neg
GOBP_SENSORY_ORGAN_MORPHOGENESIS,250,-0.39842185,-1.5370194,0,0.23147346,1,5493,neg
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS,65,-0.48591888,-1.5360706,0.003210273,0.23196553,1,3699,neg
GOBP_SPERM_MOTILITY,121,-0.44206104,-1.536003,0.0015625,0.23052277,1,5482,neg
GOBP_PROSTATE_GLAND_MORPHOGENESIS,25,-0.5715068,-1.5355295,0.017391304,0.22995375,1,7260,neg
GOBP_CARDIAC_CHAMBER_MORPHOGENESIS,113,-0.44406918,-1.5349387,0.004504505,0.22966154,1,5684,neg
GOBP_REGULATION_OF_SECONDARY_METABOLIC_PROCESS,15,-0.6561067,-1.5347351,0.044701986,0.2285314,1,2991,neg
GOBP_METANEPHRIC_NEPHRON_DEVELOPMENT,35,-0.5356422,-1.5330656,0.016666668,0.23086397,1,4715,neg
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,38,-0.5308629,-1.5322514,0.02,0.23104805,1,4426,neg
GOBP_TONGUE_DEVELOPMENT,17,-0.6200373,-1.5313791,0.02877698,0.23138507,1,4681,neg
GOBP_PARASYMPATHETIC_NERVOUS_SYSTEM_DEVELOPMENT,16,-0.62884694,-1.5272763,0.02529511,0.23943396,1,3489,neg
GOBP_DETECTION_OF_LIGHT_STIMULUS,63,-0.4766475,-1.5267706,0.01,0.2390741,1,3852,neg
GOBP_SYNAPSE_ORGANIZATION,438,-0.38223016,-1.523652,0,0.24443698,1,4905,neg
GOBP_HEPARIN_METABOLIC_PROCESS,16,-0.6378069,-1.5235741,0.018549748,0.24301857,1,3184,neg
GOBP_PHENOL_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS,45,-0.51033574,-1.5231544,0.015673982,0.24255425,1,4649,neg
GOBP_OUTFLOW_TRACT_MORPHOGENESIS,72,-0.46799833,-1.5218519,0.012539185,0.24366617,1,4277,neg
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,112,-0.43237227,-1.5216734,0.006153846,0.24252366,1,3496,neg
GOBP_POSITIVE_REGULATION_OF_REPRODUCTIVE_PROCESS,80,-0.46018916,-1.5197544,0.009230769,0.24515606,1,5523,neg
GOBP_UTERUS_DEVELOPMENT,22,-0.5840688,-1.5192823,0.029929578,0.24471426,1,7791,neg
GOBP_REGULATION_OF_LONG_TERM_SYNAPTIC_POTENTIATION,46,-0.50428617,-1.5178396,0.023972603,0.24657106,1,5297,neg
GOBP_RESPONSE_TO_RETINOIC_ACID,98,-0.45021692,-1.516703,0.006116208,0.24766582,1,4763,neg
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION,20,-0.5876818,-1.5147982,0.049557522,0.25024155,1,7473,neg
GOBP_MESODERM_MORPHOGENESIS,69,-0.463647,-1.5139692,0.006230529,0.25058287,1,3981,neg
GOBP_EXCITATORY_SYNAPSE_ASSEMBLY,33,-0.52720416,-1.5126808,0.032534245,0.2521543,1,4526,neg
GOBP_PHARYNGEAL_SYSTEM_DEVELOPMENT,26,-0.55795676,-1.5117382,0.043327555,0.2526628,1,3184,neg
GOBP_DEVELOPMENTAL_INDUCTION,31,-0.54432297,-1.5094631,0.022569444,0.2562906,1,4218,neg
GOBP_POSITIVE_REGULATION_OF_CELL_DIVISION,88,-0.44799316,-1.5089071,0.004746835,0.25606486,1,3475,neg
GOBP_LIPOPROTEIN_METABOLIC_PROCESS,135,-0.4227002,-1.5035374,0.002902758,0.26717547,1,4973,neg
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,58,-0.48168263,-1.5035028,0.0228385,0.26571244,1,4831,neg
GOBP_NEURON_PROJECTION_ORGANIZATION,87,-0.45308754,-1.5034653,0.015797788,0.264246,1,5297,neg
GOBP_EMBRYONIC_ORGAN_MORPHOGENESIS,270,-0.39382145,-1.5034218,0.001383126,0.26279134,1,5523,neg
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS,15,-0.6426098,-1.5015955,0.045454547,0.26560608,1,1506,neg
GOBP_BICARBONATE_TRANSPORT,28,-0.5500864,-1.5005035,0.030716723,0.26657152,1,3380,neg
GOBP_PHOTOTRANSDUCTION,44,-0.49360755,-1.5000532,0.025083613,0.2663117,1,4381,neg
GOBP_GLOMERULAR_EPITHELIUM_DEVELOPMENT,21,-0.58319026,-1.4996588,0.033158813,0.26570675,1,3184,neg
GOBP_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,71,-0.4651866,-1.4984466,0.008169935,0.267216,1,4957,neg
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_E_STIMULUS,15,-0.63470304,-1.4973633,0.038655464,0.2681889,1,4130,neg
GOBP_GENITALIA_DEVELOPMENT,42,-0.5043922,-1.4962416,0.016778523,0.2695173,1,4575,neg
GOBP_GROOMING_BEHAVIOR,18,-0.6139459,-1.4958603,0.038194444,0.2688832,1,4178,neg
GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CONTRACTION,23,-0.5717563,-1.4955796,0.045936394,0.26809087,1,4753,neg
GOBP_CILIUM_MOVEMENT,170,-0.41050148,-1.4946493,0,0.26869288,1,5482,neg
GOBP_NEGATIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,38,-0.51738954,-1.4944844,0.029950082,0.26761276,1,4523,neg
GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE,73,-0.45203587,-1.4942197,0.015151516,0.2666597,1,3108,neg
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION,33,-0.5288616,-1.493965,0.022413794,0.26577887,1,3108,neg
GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,23,-0.5760994,-1.4930173,0.034188036,0.26665345,1,6208,neg
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL,30,-0.5385728,-1.4923263,0.030981068,0.26678082,1,5506,neg
GOBP_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT,19,-0.60344654,-1.4921025,0.046589017,0.26596454,1,5212,neg
GOBP_TRANSLESION_SYNTHESIS,25,-0.55984765,-1.4912497,0.04116638,0.26656845,1,2915,neg
GOBP_INORGANIC_ANION_TRANSPORT,174,-0.41007876,-1.4908547,0,0.2659425,1,5389,neg
GOBP_LYMPH_VESSEL_MORPHOGENESIS,22,-0.58257234,-1.4906722,0.028021015,0.2650054,1,3904,neg
GOBP_REGULATION_OF_KETONE_BIOSYNTHETIC_PROCESS,17,-0.6214289,-1.4900895,0.028169014,0.2649375,1,4575,neg
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_ENDOCYTOSIS,19,-0.5945455,-1.4893233,0.028021015,0.26533988,1,2209,neg
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION,76,-0.4557426,-1.4885461,0.013050571,0.26574925,1,4426,neg
GOBP_CELLULAR_RESPONSE_TO_ESTROGEN_STIMULUS,17,-0.6158445,-1.4884098,0.055077452,0.2647158,1,4749,neg
GOBP_REGULATION_OF_LIPOPROTEIN_METABOLIC_PROCESS,17,-0.6069225,-1.4879183,0.044827588,0.26442757,1,4973,neg
GOBP_CYCLIC_NUCLEOTIDE_MEDIATED_SIGNALING,78,-0.44631562,-1.4876117,0.015948962,0.26375824,1,5631,neg
GOBP_GABAERGIC_NEURON_DIFFERENTIATION,16,-0.6204105,-1.4874538,0.048739497,0.26277688,1,6724,neg
GOBP_BRAIN_MORPHOGENESIS,36,-0.51957124,-1.4868728,0.03267974,0.26274213,1,5832,neg
GOBP_REGULATION_OF_NEUROTRANSMITTER_UPTAKE,19,-0.5956313,-1.4867839,0.045918368,0.2616571,1,3970,neg
GOBP_ANATOMICAL_STRUCTURE_ARRANGEMENT,16,-0.61469114,-1.4856797,0.044067796,0.26298815,1,3489,neg
GOBP_VOCALIZATION_BEHAVIOR,18,-0.5874184,-1.485318,0.05061082,0.26253358,1,3138,neg
GOBP_PATTERN_SPECIFICATION_PROCESS,420,-0.3761872,-1.4849122,0,0.26220527,1,4745,neg
GOBP_REGULATION_OF_SYNAPTIC_VESICLE_RECYCLING,26,-0.5498262,-1.4838029,0.03891709,0.2635147,1,3644,neg
