NAME	TITLE	SCORE	
BICD2		4.385292	
SH3BP5L		4.3833084	
MOB3A		4.3743205	
ACSS1		4.373759	
HCG4B		4.3722034	
SLC15A2		4.371288	
PINX1		4.366586	
SLC5A10		4.3659706	
HLA-DPB1		4.364662	
SSU72		4.3611646	
CCND2		4.357533	
PM20D2		4.355959	
TIGIT		4.3528476	
BRF2		4.347905	
FLJ42627		4.344809	
CLN3		4.3393126	
PGAM5		4.3392606	
IKZF1		4.337829	
RCN3		4.3372936	
PWWP2B		4.334359	
POLE4		4.3294077	
SKI		4.3234315	
SMARCA5-AS1		4.3222356	
RANGAP1		4.314553	
SATL1		4.3120875	
MIR3614		4.3098545	
HGS		4.3001404	
PPP1R9B		4.2849855	
TXNIP		4.2613544	
TBC1D10C		4.257903	
OR52K2		4.2546177	
CREBBP		4.2441545	
TARBP2		4.2326493	
IL16		4.2326155	
DENND4B		4.2323074	
MLXIP		4.232281	
PADI6		4.2275586	
DUSP1		4.225736	
CORO1B		4.2211776	
PHACTR1		4.216084	
MFNG		4.2016797	
PGAM2		4.2007556	
MCEMP1		4.189784	
TRPM2		4.1840386	
CLCF1		4.183055	
AATBC		4.1813297	
SPTAN1		4.174098	
KLF13		4.1739516	
RAB15		4.167724	
TSPYL2		4.1644287	
CCND3		4.156955	
ZFYVE26		4.1530476	
INTS3		4.1498733	
PRDM8		4.1420856	
SH3TC1		4.137744	
LOC283710		4.1339192	
HLX		4.130544	
DMWD		4.126532	
P2RX5		4.1210527	
GABPB2		4.120071	
RGS14		4.113803	
PSPH		4.1070065	
DDX56		4.104282	
TAS2R9		4.093156	
ZNF319		4.087606	
POLG		4.085084	
HSF1		4.084196	
KCTD21-AS1		4.0788517	
NRF1		4.072963	
SPIB		4.044455	
CLEC2A		4.041977	
LILRB3		4.040968	
SGTA		4.037681	
CHORDC1		4.0343184	
DUSP2		4.023776	
MAVS		4.009045	
IKZF3		4.0081115	
H4C2		4.007826	
LRP5L		4.0060654	
SBNO1		4.001982	
SLC35A4		4.0000863	
PHRF1		3.9933906	
DDX27		3.9906244	
IKBKE		3.9847002	
BLCAP		3.9836044	
SNORD124		3.975335	
ZNF56		3.9720914	
MTHFR		3.9654582	
ZNF672		3.9625733	
LMNB2		3.9579716	
PARVG		3.9554245	
TEAD2		3.9531717	
P4HA1		3.9491096	
ISY1		3.938562	
ZNF710		3.9336824	
ELF3-AS1		3.9329379	
TRIM27		3.9253194	
ENGASE		3.9225404	
OSER1-DT		3.9205132	
TMPPE		3.9164398	
LINC00937		3.9132328	
ZCCHC3		3.9122078	
TEP1		3.9052374	
CASC8		3.901913	
EIF1AD		3.8990786	
ZNF777		3.897041	
FKRP		3.8940852	
SNORD3A		3.883337	
METTL26		3.8810754	
PPRC1		3.8699949	
RFTN1		3.8669062	
NCLN		3.8661225	
VAV2		3.8632452	
GGCX		3.8589454	
NDRG1		3.858134	
TEX264		3.8530464	
EIF4G1		3.8500085	
DHX30		3.8472927	
TBC1D24		3.8467703	
PLEKHA2		3.8436189	
AGAP3		3.8375082	
CYBA		3.8220809	
ANKUB1		3.8200297	
BICRAL		3.8171701	
UBQLN4		3.8144968	
CNR2		3.8038719	
TTC7A		3.8009462	
MIR8075		3.800217	
BCAP31		3.7947981	
C1orf220		3.7920802	
HERPUD1		3.7917345	
TTI1		3.7801108	
XKR3		3.779766	
WFDC21P		3.7791004	
LRRK1		3.7773643	
BCL7A		3.7714958	
RAB35		3.7707791	
CPM		3.7675927	
MIR6835		3.7668235	
LOC105378230		3.76128	
PDCD7		3.7534695	
OSGIN1		3.7488377	
SMCR8		3.7403028	
MARCHF9		3.7353685	
FCRL5		3.733428	
PRKX		3.7301111	
LOC392364		3.7293248	
BEND5		3.7274446	
BTLA		3.72102	
BANP		3.7191417	
PGGHG		3.7144623	
GRAP		3.7066305	
HDHD5		3.704639	
TBC1D8-AS1		3.7027485	
MED20		3.6986988	
LASP1		3.696123	
GNL3L		3.6919863	
BTBD9		3.6918304	
ECI1		3.6905942	
NUP188		3.689816	
MIR1972-1		3.68745	
MIR1972-2		3.68745	
CDK13		3.686075	
TRAF7		3.672759	
MICAL3		3.671807	
POU2AF1		3.6686056	
ADD3-AS1		3.666806	
POF1B		3.6657119	
SPECC1L-ADORA2A		3.6655545	
DYNC1H1		3.6607046	
MADD-AS1		3.6569643	
IL21R		3.6559207	
CCDC97		3.6556115	
DAGLB		3.6536546	
RPH3A		3.6514645	
WDR83		3.6450453	
TBC1D2B		3.6448545	
CNR1		3.6447315	
RBM10		3.6387143	
MYH9		3.6379862	
PNOC		3.634037	
COPG1		3.6319165	
TSTD1		3.631263	
AP1S3		3.6275253	
POM121		3.6259513	
POLR2D		3.6235986	
CXCL16		3.6178741	
CEP250		3.617849	
SMTNL1		3.615842	
B4GALT1-AS1		3.6091743	
ADAMDEC1		3.6079874	
ORAI1		3.6025274	
PEX10		3.6000946	
DSEL		3.6000218	
TJAP1		3.5967898	
TMEM94		3.5957215	
SETD1B		3.5901966	
RNASEH2C		3.590051	
CCDC22		3.583893	
DNASE1		3.5830526	
EIF4E2		3.582704	
PKD1		3.5802345	
H2BC18		3.5786207	
GTF2IP12		3.5751624	
KLF9		3.5738046	
LOC115308161		3.5652757	
COMMD1		3.561711	
ANKRD22		3.560066	
ARHGEF1		3.558126	
A1BG-AS1		3.551557	
CD79A		3.5500996	
ELK1		3.5486486	
HSPA5		3.5457947	
PLEKHG1		3.537574	
RCSD1		3.537066	
CNPY2		3.5364583	
SNX20		3.5339987	
SLC35E3		3.5324993	
MRPS5		3.5309396	
PLOD3		3.5294454	
VAC14		3.5237222	
EARS2		3.521872	
CHKA		3.5156496	
TCP1		3.5155766	
LINC01002		3.5058417	
TRAF2		3.5057771	
CPTP		3.5040538	
LAMTOR4		3.5023313	
SCARNA12		3.500943	
RBM23		3.5001433	
SIPA1		3.4993925	
DAG1		3.4993045	
P2RX5-TAX1BP3		3.4945486	
SMG7		3.4933949	
FCRLA		3.491024	
LDLRAD3		3.4900317	
CPT1A		3.489315	
MIR1260B		3.4858873	
PSTPIP1		3.484969	
EPHB6		3.4840348	
MT1E		3.4810736	
STARD5		3.4767063	
LPAR2		3.4765499	
CD74		3.4758701	
TRIM35		3.4757667	
PRPF8		3.4747393	
STX4		3.4741485	
PSMC4		3.4740727	
TAPBP		3.465094	
IRGQ		3.4631593	
MIR5690		3.458176	
ZNF66		3.4579353	
TP53TG5		3.4550993	
CHRNA10		3.4515562	
NOD1		3.4478614	
MTG2		3.4462001	
AFDN		3.4461997	
RAB11FIP3		3.444247	
TSR3		3.4438214	
MIR555		3.4410105	
UQCR10		3.4398978	
PRPF6		3.439643	
AASS		3.4392164	
MPZL2		3.4373698	
CNPY3-GNMT		3.437352	
SNORA118		3.434728	
SF3B5		3.4325495	
LINC01399		3.4286375	
MVP		3.4282207	
SZT2		3.426531	
UPP1		3.4227078	
NCOA3		3.4219205	
ARMC5		3.4215925	
DNAH11		3.4206252	
BACH2		3.4203467	
ADD2		3.417462	
MTOR		3.4173048	
RDH10-AS1		3.4133728	
QRICH2		3.407678	
SYCE1L		3.4057279	
PRRC2A		3.402457	
RPP25L		3.3961408	
KCNS1		3.3926718	
CXCR5		3.3881428	
RSAD1		3.387523	
NUP214		3.3837373	
ISG20		3.3825688	
C4orf50		3.3813229	
GPS1		3.3763552	
LOC101927322		3.3757215	
FCRL2		3.3705785	
TIGD6		3.3700707	
IP6K2		3.366485	
TMEM81		3.3628175	
RAVER1		3.3604681	
ZNF710-AS1		3.3584569	
RNU6ATAC35P		3.358071	
LOC101927272		3.3573601	
LOC105370943		3.3562517	
ZNF335		3.3561242	
CTU2		3.3545504	
USB1		3.3540037	
PYGM		3.347467	
FXYD6-FXYD2		3.34714	
LRP2BP		3.3455179	
AKNA		3.3438268	
SNRPD2		3.3383648	
PRPF3		3.333764	
CDH13		3.3311982	
PFKL		3.3286133	
SNORA70F		3.3277733	
COG8		3.3228066	
PARP1		3.322093	
SMIM29		3.3173974	
ILF3		3.3167975	
USP22		3.3147595	
TTC9		3.3140938	
HAUS7		3.3131697	
ZASP		3.3069127	
MAML1		3.301815	
CBFA2T3		3.2986403	
JAKMIP1		3.2980108	
MIR12127		3.2964892	
VAV1		3.2935514	
LRRC37A4P		3.2929711	
FKBP5		3.2908716	
TTC5		3.2906315	
SOGA1		3.29042	
HOMER3		3.2900617	
SEC61A1		3.2848797	
ALKBH4		3.2820485	
CRY2		3.2747748	
NT5DC3		3.2740786	
BTG1		3.27113	
BTRC		3.2694259	
PLEKHJ1		3.267579	
LOC100134040		3.2671924	
ATF7		3.2671216	
SPATS2L		3.2665138	
KCTD17		3.2621348	
CHMP7		3.2594223	
TLR9		3.2572906	
UNK		3.2566643	
KMT2A		3.2557654	
REXO1		3.2541974	
FAM177B		3.2502508	
P2RY14		3.250116	
CABLES2		3.2487442	
LOC101927550		3.2467732	
PDPK1		3.2460752	
ANKRD44-AS1		3.2420096	
FBXL19		3.2415552	
TFEB		3.240243	
IPCEF1		3.2393253	
EZR-AS1		3.2354374	
INTS4		3.2339578	
CYP21A1P		3.2333477	
LINC02427		3.2323797	
HSD3B7		3.2286277	
SNORA75		3.2242854	
SEMA4D		3.2213306	
RNF41		3.2203784	
CAMTA2		3.219828	
SLC4A2		3.2186337	
SBF1		3.2185829	
MLKL		3.2146528	
KIAA0513		3.2138674	
RIPOR1		3.2105052	
LOC101927793		3.2090023	
GPR17		3.2075431	
DBNDD1		3.204332	
ARHGEF18		3.2006137	
BOP1		3.1952944	
MAT2A		3.1919305	
TRAK1		3.188783	
ZNF860		3.1865976	
TADA2B		3.1846325	
LOC606724		3.1844122	
MRPL52		3.1825218	
WNT5B		3.1821628	
SSBP3-AS1		3.1821585	
FAM30A		3.181375	
PRRC2B		3.180848	
NCF1B		3.1759026	
SNU13		3.17509	
CIAPIN1		3.1736586	
FCER2		3.1671796	
XKRX		3.1667352	
RPL18A		3.165814	
SCAMP2		3.159722	
INTS1		3.1576166	
TMSB10		3.143482	
NUDT16L1		3.1421795	
SNHG17		3.137507	
RAI1		3.1354542	
ERC1		3.1354198	
LINC01599		3.1324005	
TET3		3.1308331	
PHF2		3.1276023	
POLR2A		3.126003	
UCKL1-AS1		3.1259575	
MIR4687		3.119339	
CARD11		3.1188893	
GLI1		3.1157482	
KSR1		3.115371	
RBM19		3.115297	
DCAF7		3.111048	
SEMA4G		3.1102672	
PIK3C2B		3.1046813	
TKFC		3.1045074	
ATG16L1		3.1018696	
NCOR2		3.0991974	
TBC1D2		3.093425	
TBC1D9		3.0918374	
ACSF2		3.0894241	
LILRA2		3.0870275	
ATP6V1G2-DDX39B		3.0818684	
FXR1		3.0815527	
RERE		3.0806599	
LAT2		3.0801911	
TIGD5		3.0796146	
SUN2		3.078738	
URB1		3.0787263	
DEDD2		3.0782633	
MYCBP2		3.077428	
TRIM41		3.0734606	
NBPF1		3.069739	
ABCD4		3.0688176	
MON1B		3.0684571	
TCIRG1		3.0678265	
CMTM1		3.0632496	
LOC107986876		3.0605612	
PBX2		3.0596437	
MIR1281		3.0586483	
LOC100133091		3.056355	
ARHGEF2		3.0561996	
DNM2		3.0557032	
UQCRHL		3.0546782	
HIP1R		3.0541043	
ZBTB20		3.0527687	
IL21R-AS1		3.0515134	
PKIG		3.0513377	
NCOR1		3.050093	
SYT1		3.0473979	
FRMPD3		3.0473902	
PGLYRP1		3.0451343	
PTPN9		3.0448723	
BST2		3.0356348	
NAPSB		3.033066	
H2AC20		3.030527	
MIR3662		3.030016	
CD24		3.0298266	
VHL		3.0295866	
ANKRD13D		3.0293412	
MAP3K3		3.027743	
LOC101929698		3.024107	
SLC16A13		3.0237336	
RXRA		3.0223286	
SYMPK		3.0216253	
IL10RB-DT		3.01677	
IFNLR1		3.0166225	
DDX39B		3.0095298	
GPI		3.0037808	
U2AF2		3.00371	
MARK2		3.0017743	
MED22		3.0016081	
GTPBP4		3.0008237	
LRRC47		2.9975636	
STRIP1		2.9973168	
VSTM5		2.995561	
FAM236B		2.9942758	
FAM236A		2.9942758	
CPLANE2		2.9936862	
FAM83G		2.9935312	
CHTF8		2.9918876	
MYL6B		2.9895892	
NCKAP5L		2.9875307	
SUSD5		2.9857674	
CHCHD3		2.9846692	
UBA1		2.982339	
DCTN5		2.981104	
CD19		2.9802024	
NAA38		2.9792135	
DERPC		2.9789593	
CEP72		2.9784994	
MAN2B1		2.9767482	
EDEM3		2.9754925	
BCL2L2-PABPN1		2.9748142	
UTS2B		2.9734392	
MIF		2.971338	
MOB2		2.9708889	
SCML4		2.9706314	
MIR10523		2.96964	
MIR6126		2.9682481	
PDCD11		2.9677844	
ARIH2		2.965838	
TMX2		2.9650228	
LOC101927391		2.9633646	
RPS15		2.9605682	
LOC613266		2.9602184	
PML		2.9591444	
CORIN		2.9568117	
ZC3H7B		2.9506376	
EIF4H		2.9472184	
SLC43A2		2.94549	
SORCS3		2.944853	
SPTBN1		2.944542	
RREB1		2.9443264	
CEP170P1		2.9442062	
ATXN7L3		2.936471	
LOC100130357		2.933441	
MIR18A		2.933236	
SNORA70G		2.9270453	
GNB1L		2.9242356	
CDCA7L		2.922003	
ABTB2		2.9210143	
UTP14A		2.919038	
UBE2L3		2.917168	
TNRC6C-AS1		2.9152226	
MFSD10		2.9145162	
MIR6779		2.9127057	
ZSWIM8		2.9120433	
ATP5MC3		2.9119477	
IPO4		2.9117703	
ADORA2A		2.910673	
GRK3		2.9098768	
IRF2BPL		2.9097085	
LINC00565		2.9092615	
SNORD149		2.908172	
MEF2D		2.906355	
NFKB1		2.9047134	
DNAJB6		2.904623	
CCT4		2.9031699	
AP1M1		2.9018435	
BCAT2		2.8996937	
CLEC11A		2.8958645	
TG		2.8955674	
IRF7		2.8951824	
PEX26		2.8941426	
AP3D1		2.8941085	
MRM1		2.8936589	
TACC3		2.8918076	
HLA-DMB		2.8909693	
LAMC1		2.8887346	
MT1F		2.8847399	
PICK1		2.8839703	
RNVU1-3		2.8838944	
ST20-AS1		2.8834407	
ANKRD39		2.8831127	
MIR939		2.876604	
RTL6		2.8763738	
MIR4271		2.8741822	
MID1IP1		2.87298	
FADD		2.8707824	
LDB1		2.8700156	
SYNGR2		2.8652844	
LOC100132287		2.8647132	
LOC100132062		2.8647132	
LRRC41		2.8643255	
ILRUN		2.8627687	
MECP2		2.8622575	
MSC		2.8606186	
CENPL		2.8593776	
RALA		2.8593657	
ZNF74		2.8583102	
ATP2A3		2.8573313	
RPP21		2.856184	
WIZ		2.8555632	
LSMEM2		2.8554075	
LINC02580		2.853688	
CD79B		2.8522737	
EXOSC5		2.8516238	
LAS1L		2.850675	
PEAK3		2.850333	
ELMOD3		2.8492117	
MBD6		2.8482065	
CAD		2.8481183	
CD300H		2.8475525	
SYNPO		2.844222	
BCL11A		2.8409576	
S100A6		2.8394337	
ARRB1		2.8391135	
SOX13		2.8391075	
MIR548D1		2.8370986	
MIR548AA1		2.8370986	
MGAM2		2.8354826	
AGPAT3		2.835351	
RPUSD1		2.8351464	
LINC01291		2.8347425	
FOXRED1		2.8338532	
PRKD2		2.8330057	
ANKS1A		2.8283172	
GPN2		2.8274863	
LOC100130520		2.825387	
TREM2		2.8237152	
SRP68		2.821569	
LOC101928517		2.8192737	
IL6		2.8183532	
LINC01581		2.813939	
TYK2		2.813737	
RPL8		2.8130932	
KLF2		2.8126	
VPREB3		2.808844	
DPP3		2.8087442	
CTDSP2		2.8082933	
AUP1		2.806638	
OSBPL10		2.8063483	
HSD17B7P2		2.8062503	
DCTD		2.804064	
PLCXD2		2.8024752	
TCF3		2.8020883	
GCC2		2.7999268	
STRBP		2.7946901	
MIR7848		2.793258	
TNFRSF1A		2.7932212	
MIF-AS1		2.7909312	
RASGRP2		2.790495	
FMNL1		2.7894928	
AURKAIP1		2.789205	
EMILIN2		2.787243	
SPRED2		2.7866817	
KLHL36		2.7861044	
SNORD116-26		2.785186	
EXOC4		2.784672	
INPPL1		2.783342	
DHX37		2.7824247	
ZNF668		2.7801719	
CPSF4		2.7768567	
LSM10		2.7717557	
DUS1L		2.7715764	
EEF2		2.770092	
SRSF12		2.7677116	
FAM117B		2.76724	
LOC100133331		2.7671807	
TMC6		2.7661743	
FBXO31		2.7642155	
MT2A		2.763441	
FXYD2		2.7630224	
DEF6		2.7587945	
TMEM208		2.7586756	
LINC00945		2.7575116	
MIR378I		2.757195	
LOC100131532		2.7566295	
CAPS		2.7552202	
GLDC		2.7541063	
HTRA2		2.753519	
SIGLEC9		2.7521822	
PRPF31		2.7520022	
LOC202181		2.7506657	
RNASET2		2.7506292	
TRIM25		2.7494392	
LOC102724720		2.749383	
H2AC19		2.7481625	
H2AC18		2.7481625	
TNFRSF13B		2.7410939	
STX18-IT1		2.7409136	
NLRP6		2.7403371	
SPECC1L		2.7397776	
MTMR4		2.7367127	
ITPR1		2.735986	
AFF3		2.7346182	
SZT2-AS1		2.7335024	
CEMP1		2.7333844	
LOC646588		2.732999	
UTS2		2.726892	
ZBTB18		2.7261965	
ZMYND15		2.7248816	
H2BP2		2.724747	
BAG3		2.7234707	
MON1A		2.7220333	
MIR1228		2.7218084	
PLXNA2		2.7213902	
DEPDC5		2.7203314	
HP		2.720234	
MAP4K1		2.719445	
MS4A1		2.7184768	
SCAMP3		2.7162707	
OR52B2		2.7149487	
SCPEP1		2.7133133	
NDUFB10		2.7128165	
RBCK1		2.7111726	
CHST11		2.71031	
CDK3		2.7097876	
HLA-C		2.7086375	
PRR12		2.7063768	
ARHGDIA		2.7063162	
CMTM7		2.7050574	
ETV7		2.7035155	
C3orf86		2.7027535	
VOPP1		2.7021515	
LINC01754		2.702149	
TBC1D22A		2.7017407	
TSSK2		2.7003043	
EPN2-AS1		2.6998782	
FHOD1		2.698454	
MRTFA		2.697808	
FAAP100		2.6976357	
ACTN4		2.696998	
DHPS		2.6968722	
BRWD1-AS1		2.6967812	
NPHP1		2.69592	
TSPAN14		2.6936698	
BAIAP2		2.6904817	
BBS1		2.6902664	
APTR		2.6854782	
SEC23A-AS1		2.6850376	
CCDC9		2.6838934	
LINC01191		2.6835873	
SENP3		2.6835473	
SUSD6		2.6835074	
MIR766		2.6825	
TMEM101		2.68191	
ITPKB		2.6802232	
RRBP1		2.6801436	
SEL1L3		2.6800413	
SH2B2		2.6799638	
KHNYN		2.6788883	
EEF1D		2.6772609	
MIR4767		2.676046	
TPRA1		2.6756263	
IQSEC1		2.6751108	
GGA2		2.672781	
ZNF787		2.6702468	
TRIM56		2.670189	
KIAA0355		2.6691523	
UBA7		2.66912	
EBF1		2.6661072	
CFD		2.665904	
ACSF3		2.6649694	
FAAP20		2.663053	
PLVAP		2.6629703	
PCAT29		2.6620982	
PYROXD2		2.6605163	
ETS1		2.660259	
RFX1		2.6597471	
TCOF1		2.6564765	
MIR6736		2.6556532	
UBALD2		2.6512315	
MIR4738		2.6506464	
CMYA5		2.6495345	
ZBTB4		2.648423	
ARID1A		2.6474752	
WDR82		2.6472728	
ST3GAL1		2.646818	
SRP14		2.6468117	
SKIV2L		2.6420486	
SIRT6		2.640295	
MT1X		2.6384783	
ARHGAP27P1		2.638292	
SCAP		2.6378496	
MTO1		2.6377397	
LINC00665		2.6370554	
SIGIRR		2.635938	
SIRT7		2.6351295	
DAXX		2.6349533	
SBNO2		2.632343	
LRCH4		2.6322916	
RAB11FIP5		2.6311736	
ANTXR2		2.6293428	
ST3GAL2		2.6292732	
ATP6V0D1		2.6270227	
FAM87B		2.6263242	
PREX1		2.6234243	
PRKCD		2.6225839	
BCL11B		2.6200671	
HIF1A-AS1		2.6195498	
MZT2A		2.6142745	
UBE2L6		2.614041	
TRIM65		2.6139154	
SEMA7A		2.6115716	
PLAC9		2.609451	
NUTM2E		2.608645	
RAB39A		2.6030264	
POLR1A		2.6021814	
CCR7		2.6021512	
BMS1		2.6004562	
LINC01781		2.5994225	
POMZP3		2.5989184	
TMEM9B-AS1		2.5983706	
SOCS7		2.5982037	
MIR4540		2.5976624	
LINC01000		2.5971425	
LOC107984036		2.59699	
LOC100422556		2.5962787	
COMMD4		2.595455	
VPS33A		2.5949342	
PPP1R18		2.5907338	
