NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_INCLUSION_BODY_ASSEMBLY	GOBP_INCLUSION_BODY_ASSEMBLY	Details ...	25	0.7481645	2.0749984	0.0024813896	0.0036686463	0.051	1197	tags=24%, list=5%, signal=25%	
GOBP_RNA_LOCALIZATION	GOBP_RNA_LOCALIZATION	Details ...	195	0.52420574	2.0733967	0.0	0.0037397053	0.055	3781	tags=33%, list=14%, signal=38%	
GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	Details ...	60	0.62077636	2.0563226	0.0	0.0049957526	0.076	3510	tags=35%, list=13%, signal=40%	
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	Details ...	51	0.62385005	2.0434492	0.0	0.0059493114	0.096	4826	tags=51%, list=18%, signal=62%	
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	GOBP_REGULATION_OF_SPINDLE_ORGANIZATION		46	0.6406579	2.0363636	0.0	0.006577887	0.11	846	tags=17%, list=3%, signal=18%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION		112	0.5499994	2.0273685	0.0	0.007260357	0.126	3236	tags=31%, list=12%, signal=35%	
GOBP_TELOMERASE_RNA_LOCALIZATION	GOBP_TELOMERASE_RNA_LOCALIZATION		19	0.7648676	2.0119383	0.0	0.0088291215	0.156	837	tags=37%, list=3%, signal=38%	
GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY	GOBP_REGULATION_OF_INCLUSION_BODY_ASSEMBLY		18	0.77218366	2.0033672	0.0	0.010369754	0.187	1197	tags=28%, list=5%, signal=29%	
GOBP_RNA_EXPORT_FROM_NUCLEUS	GOBP_RNA_EXPORT_FROM_NUCLEUS		89	0.5562733	1.9876575	0.0	0.012741959	0.231	4284	tags=36%, list=16%, signal=43%	
GOBP_NUCLEAR_EXPORT	GOBP_NUCLEAR_EXPORT		165	0.5054153	1.9875422	0.0	0.012251884	0.231	3471	tags=31%, list=13%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_8_PRODUCTION		60	0.58909863	1.9850233	0.0	0.012113295	0.236	4339	tags=43%, list=16%, signal=52%	
GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE	GOBP_GLYCOLYTIC_PROCESS_THROUGH_FRUCTOSE_6_PHOSPHATE		19	0.75905114	1.9835497	0.0	0.01198296	0.243	2155	tags=42%, list=8%, signal=46%	
GOBP_NUCLEAR_TRANSPORT	GOBP_NUCLEAR_TRANSPORT		326	0.46951565	1.98113	0.0	0.012148707	0.255	3393	tags=28%, list=13%, signal=32%	
GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_B_CELL_DIFFERENTIATION		34	0.6530438	1.9638631	0.0	0.014795539	0.309	3317	tags=44%, list=12%, signal=50%	
GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY	GOBP_REGULATION_OF_MITOTIC_SPINDLE_ASSEMBLY		23	0.71623206	1.9638244	0.0024390244	0.014318263	0.309	645	tags=13%, list=2%, signal=13%	
GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION	GOBP_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION		20	0.7556979	1.9624321	0.0	0.014098648	0.315	3236	tags=55%, list=12%, signal=63%	
GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_ENDOPLASMIC_RETICULUM_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		19	0.73688084	1.9605209	0.0	0.014217101	0.325	3061	tags=37%, list=12%, signal=42%	
GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION	GOBP_DNA_TEMPLATED_TRANSCRIPTION_TERMINATION		22	0.7136607	1.9586684	0.0	0.014156496	0.331	1449	tags=36%, list=5%, signal=38%	
GOBP_INTERLEUKIN_8_PRODUCTION	GOBP_INTERLEUKIN_8_PRODUCTION		94	0.54198927	1.9494542	0.0	0.015576735	0.364	3105	tags=28%, list=12%, signal=31%	
GOBP_MRNA_TRANSPORT	GOBP_MRNA_TRANSPORT		127	0.5175817	1.9490489	0.0	0.015177259	0.364	3101	tags=29%, list=12%, signal=33%	
GOBP_B_CELL_ACTIVATION	GOBP_B_CELL_ACTIVATION		270	0.4716701	1.9474145	0.0	0.015158636	0.373	3592	tags=33%, list=14%, signal=38%	
GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION		33	0.65564054	1.9407327	0.0	0.016157651	0.4	1119	tags=18%, list=4%, signal=19%	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION		36	0.6228823	1.9381989	0.0	0.01638715	0.416	2385	tags=22%, list=9%, signal=24%	
GOBP_INTERFERON_BETA_PRODUCTION	GOBP_INTERFERON_BETA_PRODUCTION		55	0.5881184	1.936917	0.0	0.01646153	0.428	2455	tags=33%, list=9%, signal=36%	
GOBP_RESPIRATORY_BURST	GOBP_RESPIRATORY_BURST		37	0.64623904	1.9349328	0.0	0.01647036	0.437	1846	tags=35%, list=7%, signal=38%	
GOBP_PROTEIN_STABILIZATION	GOBP_PROTEIN_STABILIZATION		203	0.48342407	1.9308754	0.0	0.016879713	0.453	2558	tags=21%, list=10%, signal=23%	
GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS		168	0.49294043	1.9279153	0.0	0.017270163	0.473	3889	tags=29%, list=15%, signal=33%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN		70	0.5629163	1.9187504	0.0	0.019359056	0.519	3236	tags=33%, list=12%, signal=37%	
GOBP_RIBOSOME_ASSEMBLY	GOBP_RIBOSOME_ASSEMBLY		58	0.5771918	1.9172031	0.0	0.019435253	0.532	4158	tags=47%, list=16%, signal=55%	
GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS	GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS		315	0.45973557	1.9138852	0.0	0.019746868	0.54	3959	tags=30%, list=15%, signal=35%	
GOBP_MRNA_EXPORT_FROM_NUCLEUS	GOBP_MRNA_EXPORT_FROM_NUCLEUS		68	0.5709193	1.9057667	0.0	0.02117304	0.58	4284	tags=35%, list=16%, signal=42%	
GOBP_B_CELL_DIFFERENTIATION	GOBP_B_CELL_DIFFERENTIATION		150	0.49147412	1.9051032	0.0	0.0210059	0.584	4469	tags=37%, list=17%, signal=45%	
GOBP_NADH_REGENERATION	GOBP_NADH_REGENERATION		16	0.7696316	1.9018245	0.0	0.021465065	0.596	2155	tags=50%, list=8%, signal=54%	
GOBP_RNA_SPLICING	GOBP_RNA_SPLICING		451	0.44388068	1.8991793	0.0	0.021782842	0.608	3774	tags=28%, list=14%, signal=32%	
GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY	GOBP_REGULATION_OF_TUMOR_NECROSIS_FACTOR_MEDIATED_SIGNALING_PATHWAY		53	0.5884448	1.8953648	0.0	0.022653196	0.633	3339	tags=26%, list=13%, signal=30%	
GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY	GOBP_NUCLEOTIDE_BINDING_OLIGOMERIZATION_DOMAIN_CONTAINING_2_SIGNALING_PATHWAY		16	0.7411208	1.8913354	0.0	0.023322484	0.655	2709	tags=50%, list=10%, signal=56%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS		293	0.4537866	1.8852781	0.0	0.025286153	0.684	3728	tags=31%, list=14%, signal=35%	
GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING	GOBP_NEGATIVE_REGULATION_OF_TORC1_SIGNALING		24	0.6742318	1.884359	0.0	0.025265196	0.691	3372	tags=46%, list=13%, signal=52%	
GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY	GOBP_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_SIGNALING_PATHWAY		26	0.66637665	1.87946	0.0	0.026664792	0.717	2709	tags=38%, list=10%, signal=43%	
GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	GOBP_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE		233	0.4651568	1.8780808	0.0	0.026468113	0.724	3510	tags=30%, list=13%, signal=34%	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_B_CELL_APOPTOTIC_PROCESS		16	0.75130266	1.8758144	0.0	0.026850624	0.737	3960	tags=56%, list=15%, signal=66%	
GOBP_CELLULAR_RESPONSE_TO_ZINC_ION	GOBP_CELLULAR_RESPONSE_TO_ZINC_ION		18	0.7118838	1.8711544	0.0	0.027917536	0.759	4449	tags=50%, list=17%, signal=60%	
GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING	GOBP_NEGATIVE_REGULATION_OF_TOR_SIGNALING		56	0.5769488	1.8666413	0.0	0.028876046	0.777	2695	tags=30%, list=10%, signal=34%	
GOBP_PYROPTOSIS	GOBP_PYROPTOSIS		28	0.6439028	1.8564748	0.0	0.032147195	0.815	5799	tags=57%, list=22%, signal=73%	
GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY	GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY		26	0.6637084	1.8558692	0.002386635	0.03189305	0.818	4642	tags=50%, list=17%, signal=61%	
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY	GOBP_REGULATION_OF_SPINDLE_ASSEMBLY		32	0.6325629	1.8545651	0.0	0.03178493	0.819	645	tags=13%, list=2%, signal=13%	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION		30	0.6346364	1.8533049	0.0	0.03160939	0.82	837	tags=27%, list=3%, signal=28%	
GOBP_RNA_CATABOLIC_PROCESS	GOBP_RNA_CATABOLIC_PROCESS		310	0.44169587	1.8520907	0.0	0.031396225	0.823	3781	tags=24%, list=14%, signal=28%	
GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION	GOBP_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION		46	0.589004	1.8493102	0.002617801	0.031987686	0.832	2916	tags=28%, list=11%, signal=32%	
GOBP_REGULATION_OF_PROTEIN_STABILITY	GOBP_REGULATION_OF_PROTEIN_STABILITY		312	0.44290373	1.8483555	0.0	0.031831637	0.834	2778	tags=21%, list=10%, signal=23%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY	GOBP_RIBOSOMAL_SMALL_SUBUNIT_ASSEMBLY		18	0.7208431	1.847085	0.004962779	0.03178933	0.837	3991	tags=61%, list=15%, signal=72%	
GOBP_TRANSCRIPTION_INITIATION_COUPLED_CHROMATIN_REMODELING	GOBP_TRANSCRIPTION_INITIATION_COUPLED_CHROMATIN_REMODELING		27	0.6354633	1.8436282	0.0022883294	0.03270507	0.853	2723	tags=33%, list=10%, signal=37%	
GOBP_REGULATION_OF_NCRNA_TRANSCRIPTION	GOBP_REGULATION_OF_NCRNA_TRANSCRIPTION		24	0.6608147	1.8332088	0.0023980816	0.03662982	0.883	4762	tags=50%, list=18%, signal=61%	
GOBP_CHAPERONE_MEDIATED_AUTOPHAGY	GOBP_CHAPERONE_MEDIATED_AUTOPHAGY		15	0.73004436	1.8331337	0.0024570024	0.036140274	0.883	2067	tags=40%, list=8%, signal=43%	
GOBP_RRNA_PROCESSING	GOBP_RRNA_PROCESSING		214	0.45178232	1.8326224	0.0	0.035885222	0.884	5053	tags=39%, list=19%, signal=47%	
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION		53	0.5471819	1.8326017	0.0024630541	0.035386816	0.884	2385	tags=19%, list=9%, signal=21%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II		35	0.60290474	1.8310143	0.002570694	0.035349168	0.889	3236	tags=43%, list=12%, signal=49%	
GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_B_CELL_RECEPTOR_SIGNALING_PATHWAY		22	0.6787385	1.8284996	0.0078125	0.035735413	0.896	4304	tags=55%, list=16%, signal=65%	
GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION	GOBP_ESTABLISHMENT_OF_RNA_LOCALIZATION		160	0.47855282	1.8281562	0.0	0.035469074	0.897	3781	tags=30%, list=14%, signal=35%	
GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION	GOBP_REGULATION_OF_AUTOPHAGOSOME_MATURATION		17	0.7078915	1.8263503	0.0	0.035838105	0.9	447	tags=24%, list=2%, signal=24%	
GOBP_REGULATION_OF_TELOMERASE_ACTIVITY	GOBP_REGULATION_OF_TELOMERASE_ACTIVITY		49	0.56497216	1.8208311	0.0	0.03785528	0.913	4600	tags=37%, list=17%, signal=44%	
GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS	GOBP_RESPONSE_TO_TEMPERATURE_STIMULUS		172	0.46461666	1.8201569	0.0	0.037721828	0.913	3659	tags=23%, list=14%, signal=27%	
GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY	GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY		88	0.5152604	1.8178982	0.0	0.038139027	0.918	3919	tags=36%, list=15%, signal=43%	
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY	GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY		20	0.6904259	1.8165681	0.004796163	0.03820274	0.92	5216	tags=50%, list=20%, signal=62%	
GOBP_REGULATION_OF_RNA_SPLICING	GOBP_REGULATION_OF_RNA_SPLICING		176	0.46156603	1.814566	0.0	0.038752858	0.924	3837	tags=30%, list=14%, signal=34%	
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		117	0.4885175	1.8123053	0.0	0.039214864	0.927	5283	tags=39%, list=20%, signal=49%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_ANTIGEN		47	0.5687427	1.8111124	0.0	0.039262608	0.932	3236	tags=36%, list=12%, signal=41%	
GOBP_ATP_METABOLIC_PROCESS	GOBP_ATP_METABOLIC_PROCESS		201	0.45514163	1.8091506	0.0	0.039654013	0.937	3819	tags=28%, list=14%, signal=33%	
GOBP_SUPPRESSION_OF_VIRAL_RELEASE_BY_HOST	GOBP_SUPPRESSION_OF_VIRAL_RELEASE_BY_HOST		16	0.70868844	1.804425	0.0	0.04109737	0.947	2883	tags=44%, list=11%, signal=49%	
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION		466	0.4180772	1.8043562	0.0	0.040661283	0.947	4469	tags=35%, list=17%, signal=41%	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS		296	0.43238991	1.8018404	0.0	0.041243635	0.948	3715	tags=29%, list=14%, signal=34%	
GOBP_MATURATION_OF_LSU_RRNA	GOBP_MATURATION_OF_LSU_RRNA		22	0.6614083	1.799327	0.0022123894	0.041950203	0.954	4317	tags=55%, list=16%, signal=65%	
GOBP_TYPE_I_INTERFERON_PRODUCTION	GOBP_TYPE_I_INTERFERON_PRODUCTION		102	0.4905192	1.7932456	0.0	0.04450264	0.958	4285	tags=36%, list=16%, signal=43%	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION		321	0.43063217	1.7927991	0.0	0.04426016	0.96	4398	tags=35%, list=17%, signal=41%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II		29	0.6200447	1.7922742	0.0025	0.043944135	0.96	3236	tags=45%, list=12%, signal=51%	
GOBP_RRNA_METABOLIC_PROCESS	GOBP_RRNA_METABOLIC_PROCESS		252	0.43741092	1.7914532	0.0	0.04400351	0.963	4920	tags=38%, list=18%, signal=46%	
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY		34	0.5997522	1.7910814	0.0025	0.04368427	0.963	2457	tags=29%, list=9%, signal=32%	
GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	GOBP_NEGATIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS		48	0.5598495	1.7907801	0.0	0.043321554	0.963	3559	tags=40%, list=13%, signal=46%	
GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY	GOBP_ESTABLISHMENT_OF_LYMPHOCYTE_POLARITY		15	0.7210668	1.7890512	0.011764706	0.04358587	0.965	6550	tags=80%, list=25%, signal=106%	
GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_CYTOSOLIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		95	0.48894283	1.7866222	0.0029411765	0.044212244	0.966	3510	tags=35%, list=13%, signal=40%	
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		15	0.7217189	1.7856292	0.0024038462	0.044301465	0.966	5994	tags=80%, list=23%, signal=103%	
GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN		38	0.5886754	1.784293	0.004842615	0.044449657	0.966	3236	tags=39%, list=12%, signal=45%	
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS		46	0.5672527	1.7787615	0.0024570024	0.046681814	0.972	5491	tags=54%, list=21%, signal=68%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL		95	0.4985728	1.7778671	0.0	0.046635836	0.972	3926	tags=35%, list=15%, signal=41%	
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND		34	0.6017699	1.7736506	0.002444988	0.048212983	0.978	1	tags=6%, list=0%, signal=6%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION		268	0.43435523	1.7734696	0.0	0.047763534	0.978	4360	tags=35%, list=16%, signal=42%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS		68	0.5329491	1.7725613	0.0	0.04781435	0.981	4317	tags=40%, list=16%, signal=47%	
GOBP_HYPEROSMOTIC_RESPONSE	GOBP_HYPEROSMOTIC_RESPONSE		26	0.62663597	1.7722443	0.0076726344	0.047492187	0.981	740	tags=19%, list=3%, signal=20%	
GOBP_IMPORT_INTO_NUCLEUS	GOBP_IMPORT_INTO_NUCLEUS		166	0.456286	1.7722081	0.0	0.047051407	0.981	3253	tags=27%, list=12%, signal=31%	
GOBP_MRNA_PROCESSING	GOBP_MRNA_PROCESSING		485	0.4092348	1.7718592	0.0	0.04674363	0.981	4642	tags=33%, list=17%, signal=39%	
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS		76	0.50900984	1.7712998	0.0	0.046656173	0.981	3991	tags=33%, list=15%, signal=39%	
GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	GOBP_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY		24	0.63806415	1.7701079	0.004914005	0.046895348	0.982	5944	tags=67%, list=22%, signal=86%	
GOBP_NUCLEUS_LOCALIZATION	GOBP_NUCLEUS_LOCALIZATION		28	0.6132123	1.7693559	0.0025575447	0.046950713	0.982	999	tags=21%, list=4%, signal=22%	
GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_VIRAL_INDUCED_CYTOPLASMIC_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY		54	0.533878	1.7674903	0.0025	0.04743749	0.984	2949	tags=31%, list=11%, signal=35%	
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS	GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS		69	0.5173639	1.7667973	0.0	0.047303434	0.984	837	tags=16%, list=3%, signal=16%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ORGANELLE		445	0.4097284	1.7613567	0.0	0.049327884	0.987	3627	tags=26%, list=14%, signal=29%	
