NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_GLOMERULUS_DEVELOPMENT	GOBP_GLOMERULUS_DEVELOPMENT		61	-0.5148857	-1.6311784	0.0015923567	0.17361312	1.0	3475	tags=33%, list=13%, signal=38%	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION		26	-0.615644	-1.6309272	0.008403362	0.17163084	1.0	5136	tags=42%, list=19%, signal=52%	
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS	GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS		17	-0.66757154	-1.6285325	0.016806724	0.17390428	1.0	6305	tags=59%, list=24%, signal=77%	
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS	GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS		30	-0.5905384	-1.6192871	0.008576329	0.18995784	1.0	7091	tags=57%, list=27%, signal=77%	
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT		173	-0.43726802	-1.6190977	0.0	0.18785197	1.0	6006	tags=40%, list=23%, signal=51%	
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION		177	-0.44167408	-1.6174843	0.0014285714	0.18879889	1.0	5042	tags=33%, list=19%, signal=41%	
GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION		44	-0.5537975	-1.615238	0.0033112583	0.19122289	1.0	3415	tags=41%, list=13%, signal=47%	
GOBP_HYPOTHALAMUS_DEVELOPMENT	GOBP_HYPOTHALAMUS_DEVELOPMENT		24	-0.6267587	-1.6143444	0.009836066	0.19050102	1.0	3964	tags=42%, list=15%, signal=49%	
GOBP_MONOATOMIC_ANION_TRANSPORT	GOBP_MONOATOMIC_ANION_TRANSPORT		143	-0.4558272	-1.613975	0.0	0.18881187	1.0	3893	tags=31%, list=15%, signal=36%	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT		31	-0.5858516	-1.6135466	0.008445946	0.18742216	1.0	2711	tags=35%, list=10%, signal=39%	
GOBP_POSTREPLICATION_REPAIR	GOBP_POSTREPLICATION_REPAIR		36	-0.5585019	-1.6120813	0.004854369	0.18807706	1.0	3029	tags=33%, list=11%, signal=38%	
GOBP_KIDNEY_MORPHOGENESIS	GOBP_KIDNEY_MORPHOGENESIS		91	-0.4763189	-1.6085582	0.00309119	0.19323498	1.0	4218	tags=33%, list=16%, signal=39%	
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY		28	-0.5951285	-1.6080145	0.013311148	0.19209471	1.0	3415	tags=43%, list=13%, signal=49%	
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION		148	-0.44660252	-1.6067139	0.0	0.19246528	1.0	4741	tags=36%, list=18%, signal=44%	
GOBP_MULTICELLULAR_ORGANISM_AGING	GOBP_MULTICELLULAR_ORGANISM_AGING		23	-0.6082195	-1.6054599	0.011965812	0.19286373	1.0	3184	tags=35%, list=12%, signal=39%	
GOBP_TRABECULA_FORMATION	GOBP_TRABECULA_FORMATION		24	-0.6182502	-1.6040679	0.011182109	0.19324839	1.0	5684	tags=50%, list=21%, signal=64%	
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM		61	-0.5046969	-1.6023321	0.0031595577	0.19499628	1.0	3756	tags=38%, list=14%, signal=44%	
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT		118	-0.46230137	-1.6011668	0.001545595	0.19548969	1.0	4732	tags=38%, list=18%, signal=46%	
GOBP_FOREBRAIN_REGIONALIZATION	GOBP_FOREBRAIN_REGIONALIZATION		20	-0.6335833	-1.5993931	0.017301038	0.19679306	1.0	5832	tags=50%, list=22%, signal=64%	
GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY		76	-0.48585513	-1.5989115	0.0080515295	0.1956719	1.0	5607	tags=33%, list=21%, signal=42%	
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS		30	-0.58210194	-1.5969046	0.01650165	0.1978602	1.0	4715	tags=43%, list=18%, signal=53%	
GOBP_PROGESTERONE_METABOLIC_PROCESS	GOBP_PROGESTERONE_METABOLIC_PROCESS		16	-0.669096	-1.594026	0.013986014	0.20191997	1.0	1426	tags=19%, list=5%, signal=20%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION		21	-0.622204	-1.5939041	0.015050167	0.20004232	1.0	2879	tags=33%, list=11%, signal=37%	
GOBP_ACROSOME_ASSEMBLY	GOBP_ACROSOME_ASSEMBLY		23	-0.6073493	-1.5936702	0.009677419	0.198464	1.0	5829	tags=43%, list=22%, signal=56%	
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	GOBP_MEIOTIC_CHROMOSOME_SEGREGATION		106	-0.46151337	-1.5935526	0.0	0.19667935	1.0	2718	tags=24%, list=10%, signal=26%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION		64	-0.49875167	-1.5931858	0.006666667	0.19533908	1.0	3554	tags=33%, list=13%, signal=38%	
GOBP_EXOCRINE_SYSTEM_DEVELOPMENT	GOBP_EXOCRINE_SYSTEM_DEVELOPMENT		45	-0.5322921	-1.5925251	0.011456628	0.19479582	1.0	6353	tags=56%, list=24%, signal=73%	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION		20	-0.62662154	-1.5916303	0.012048192	0.19460337	1.0	1991	tags=20%, list=7%, signal=22%	
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	GOBP_SKIN_EPIDERMIS_DEVELOPMENT		117	-0.45584473	-1.5910715	0.0	0.19375493	1.0	6257	tags=38%, list=24%, signal=50%	
GOBP_SPERMATID_DIFFERENTIATION	GOBP_SPERMATID_DIFFERENTIATION		193	-0.42777056	-1.5904118	0.0	0.19312175	1.0	5457	tags=32%, list=21%, signal=39%	
GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT	GOBP_DIGESTIVE_SYSTEM_DEVELOPMENT		131	-0.4474436	-1.5891044	0.0030487804	0.19383132	1.0	4174	tags=31%, list=16%, signal=37%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION		27	-0.58397007	-1.5882578	0.018487396	0.1936776	1.0	5297	tags=48%, list=20%, signal=60%	
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT		28	-0.5843501	-1.5858821	0.017391304	0.19646594	1.0	3756	tags=36%, list=14%, signal=42%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS		42	-0.5350536	-1.5849849	0.006546645	0.19623302	1.0	3463	tags=38%, list=13%, signal=44%	
GOBP_LOCOMOTORY_BEHAVIOR	GOBP_LOCOMOTORY_BEHAVIOR		190	-0.43063924	-1.5844469	0.0014749262	0.19535908	1.0	3992	tags=28%, list=15%, signal=33%	
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS		37	-0.55209035	-1.5794562	0.010135135	0.20385487	1.0	3735	tags=30%, list=14%, signal=35%	
GOBP_POSTSYNAPSE_ASSEMBLY	GOBP_POSTSYNAPSE_ASSEMBLY		39	-0.5413466	-1.5776764	0.010050251	0.20545083	1.0	3415	tags=36%, list=13%, signal=41%	
GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY		142	-0.43945926	-1.5772071	0.002994012	0.20454203	1.0	5482	tags=33%, list=21%, signal=41%	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING		32	-0.56420594	-1.5757926	0.018333333	0.20584653	1.0	5136	tags=38%, list=19%, signal=46%	
GOBP_LYMPHANGIOGENESIS	GOBP_LYMPHANGIOGENESIS		17	-0.65186805	-1.5751382	0.017064847	0.20540696	1.0	3904	tags=47%, list=15%, signal=55%	
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY		163	-0.43220702	-1.5749463	0.0	0.20393305	1.0	4218	tags=28%, list=16%, signal=33%	
GOBP_NEURON_PROJECTION_GUIDANCE	GOBP_NEURON_PROJECTION_GUIDANCE		214	-0.4210591	-1.5724707	0.0	0.20720728	1.0	4935	tags=31%, list=19%, signal=38%	
GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION		18	-0.63979334	-1.570883	0.023372287	0.20841298	1.0	2693	tags=39%, list=10%, signal=43%	
GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT	GOBP_RENAL_SYSTEM_VASCULATURE_DEVELOPMENT		27	-0.5790202	-1.5707225	0.02529511	0.20689808	1.0	4715	tags=41%, list=18%, signal=49%	
GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION	GOBP_REGULATION_OF_POSTSYNAPSE_ORGANIZATION		92	-0.4678382	-1.5706595	0.0015337423	0.20519775	1.0	5315	tags=39%, list=20%, signal=49%	
