NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	GOBP_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	Details ...	50	-0.5779672	-1.7636812	0.0016611295	0.13624917	0.916	5384	tags=48%, list=20%, signal=60%	
GOBP_HOMOLOGOUS_RECOMBINATION	GOBP_HOMOLOGOUS_RECOMBINATION	Details ...	63	-0.5628275	-1.7629538	0.0	0.1290002	0.916	3390	tags=33%, list=13%, signal=38%	
GOBP_CENTROMERE_COMPLEX_ASSEMBLY	GOBP_CENTROMERE_COMPLEX_ASSEMBLY	Details ...	29	-0.65076876	-1.760555	0.0	0.12575783	0.922	1275	tags=28%, list=5%, signal=29%	
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION	Details ...	25	-0.6520382	-1.7568959	0.0016638935	0.12489425	0.929	5396	tags=52%, list=20%, signal=65%	
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	Details ...	105	-0.5172331	-1.7545534	0.0	0.12263612	0.94	5042	tags=36%, list=19%, signal=44%	
GOBP_SECONDARY_METABOLIC_PROCESS	GOBP_SECONDARY_METABOLIC_PROCESS	Details ...	57	-0.5629015	-1.7519463	0.0	0.121037915	0.944	6596	tags=40%, list=25%, signal=54%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY	GOBP_DNA_TEMPLATED_DNA_REPLICATION_MAINTENANCE_OF_FIDELITY		55	-0.57611465	-1.7467076	0.0	0.12527372	0.957	2688	tags=29%, list=10%, signal=32%	
GOBP_RELAXATION_OF_CARDIAC_MUSCLE	GOBP_RELAXATION_OF_CARDIAC_MUSCLE		17	-0.71895075	-1.7458373	0.008305647	0.12102453	0.958	1362	tags=29%, list=5%, signal=31%	
GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT	GOBP_KIDNEY_EPITHELIUM_DEVELOPMENT		132	-0.49586898	-1.7395964	0.0	0.12871328	0.974	4777	tags=37%, list=18%, signal=45%	
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION		39	-0.59437835	-1.7362493	0.0015748031	0.12948938	0.978	6122	tags=49%, list=23%, signal=63%	
GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_PROSTAGLANDIN_STIMULUS		20	-0.69678247	-1.7306993	0.003327787	0.13484399	0.982	4114	tags=50%, list=15%, signal=59%	
GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS	GOBP_OUTFLOW_TRACT_SEPTUM_MORPHOGENESIS		23	-0.6659778	-1.730259	0.0	0.13067251	0.983	4174	tags=57%, list=16%, signal=67%	
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING		35	-0.6042434	-1.7239938	0.0016207455	0.13632312	0.984	4631	tags=43%, list=17%, signal=52%	
GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS	GOBP_REGULATION_OF_DENDRITIC_SPINE_MORPHOGENESIS		41	-0.5938922	-1.723759	0.0032626428	0.13208465	0.985	5266	tags=41%, list=20%, signal=52%	
GOBP_NEPHRON_TUBULE_FORMATION	GOBP_NEPHRON_TUBULE_FORMATION		19	-0.69900644	-1.7120873	0.0032733225	0.15055358	0.992	3901	tags=53%, list=15%, signal=62%	
GOBP_KINETOCHORE_ORGANIZATION	GOBP_KINETOCHORE_ORGANIZATION		22	-0.65836424	-1.7027787	0.004893964	0.16615179	0.998	2174	tags=36%, list=8%, signal=40%	
GOBP_REGULATION_OF_INTEGRIN_ACTIVATION	GOBP_REGULATION_OF_INTEGRIN_ACTIVATION		16	-0.7128825	-1.7017066	0.00528169	0.16312803	0.998	1616	tags=44%, list=6%, signal=47%	
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT		50	-0.5628301	-1.70064	0.004754358	0.16034365	0.998	4631	tags=44%, list=17%, signal=53%	
GOBP_NEPHRON_MORPHOGENESIS	GOBP_NEPHRON_MORPHOGENESIS		73	-0.5225976	-1.6980231	0.0	0.16106682	0.998	4309	tags=37%, list=16%, signal=44%	
GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GOBP_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS		121	-0.4907959	-1.6940566	0.0	0.16452932	0.998	5042	tags=40%, list=19%, signal=49%	
GOBP_ECTOPIC_GERM_CELL_PROGRAMMED_CELL_DEATH	GOBP_ECTOPIC_GERM_CELL_PROGRAMMED_CELL_DEATH		18	-0.7019647	-1.6927549	0.0067340066	0.16296005	0.998	2282	tags=33%, list=9%, signal=36%	
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY		36	-0.59367514	-1.691085	0.0	0.16210619	0.999	4535	tags=42%, list=17%, signal=50%	
GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY		24	-0.6356455	-1.6908473	0.008291874	0.15803535	0.999	4829	tags=42%, list=18%, signal=51%	
GOBP_RETINAL_METABOLIC_PROCESS	GOBP_RETINAL_METABOLIC_PROCESS		17	-0.6932499	-1.6899791	0.0016949152	0.15554444	0.999	656	tags=18%, list=2%, signal=18%	
GOBP_MESONEPHROS_DEVELOPMENT	GOBP_MESONEPHROS_DEVELOPMENT		93	-0.50410306	-1.6837853	0.0	0.16441931	1.0	4309	tags=35%, list=16%, signal=42%	
GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_CELL_COMMUNICATION_INVOLVED_IN_CARDIAC_CONDUCTION		59	-0.5389314	-1.6837296	0.0	0.16030882	1.0	5614	tags=37%, list=21%, signal=47%	
GOBP_NEPHRON_DEVELOPMENT	GOBP_NEPHRON_DEVELOPMENT		139	-0.47471392	-1.6809251	0.0	0.16257343	1.0	4779	tags=36%, list=18%, signal=44%	
GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT	GOBP_NEPHRON_EPITHELIUM_DEVELOPMENT		104	-0.49884477	-1.679283	0.0	0.16233264	1.0	4777	tags=37%, list=18%, signal=44%	
GOBP_DENDRITIC_SPINE_DEVELOPMENT	GOBP_DENDRITIC_SPINE_DEVELOPMENT		87	-0.5074891	-1.6777582	0.0014925373	0.16135146	1.0	5384	tags=38%, list=20%, signal=47%	
GOBP_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY	GOBP_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY		34	-0.5958171	-1.6772063	0.003236246	0.15878597	1.0	4309	tags=35%, list=16%, signal=42%	
GOBP_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS	GOBP_SECONDARY_METABOLITE_BIOSYNTHETIC_PROCESS		26	-0.6271768	-1.6743373	0.0066115703	0.16070141	1.0	5461	tags=46%, list=21%, signal=58%	
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE		20	-0.6591148	-1.6739639	0.011400651	0.15814656	1.0	5572	tags=40%, list=21%, signal=51%	
GOBP_ARTERY_MORPHOGENESIS	GOBP_ARTERY_MORPHOGENESIS		66	-0.52842176	-1.6724033	0.0	0.15797076	1.0	3766	tags=33%, list=14%, signal=39%	
GOBP_POSTSYNAPSE_ORGANIZATION	GOBP_POSTSYNAPSE_ORGANIZATION		178	-0.4605667	-1.6696367	0.0	0.15982692	1.0	4652	tags=34%, list=17%, signal=41%	
GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION	GOBP_REGULATION_OF_ANIMAL_ORGAN_FORMATION		25	-0.62645096	-1.6691408	0.007788162	0.1574475	1.0	4535	tags=40%, list=17%, signal=48%	
GOBP_RENAL_SYSTEM_DEVELOPMENT	GOBP_RENAL_SYSTEM_DEVELOPMENT		297	-0.4374514	-1.6689564	0.0	0.15456201	1.0	6122	tags=39%, list=23%, signal=51%	
GOBP_DNA_TEMPLATED_DNA_REPLICATION	GOBP_DNA_TEMPLATED_DNA_REPLICATION		160	-0.465901	-1.6664284	0.0	0.15616581	1.0	3485	tags=29%, list=13%, signal=33%	
GOBP_MOLTING_CYCLE_PROCESS	GOBP_MOLTING_CYCLE_PROCESS		91	-0.5000805	-1.6592256	0.0015128592	0.16764656	1.0	6337	tags=42%, list=24%, signal=55%	
GOBP_METANEPHROS_DEVELOPMENT	GOBP_METANEPHROS_DEVELOPMENT		81	-0.51071846	-1.6591017	0.0	0.16468358	1.0	7763	tags=53%, list=29%, signal=75%	
GOBP_NEUROTRANSMITTER_REUPTAKE	GOBP_NEUROTRANSMITTER_REUPTAKE		35	-0.57673943	-1.6585085	0.008064516	0.16298823	1.0	4068	tags=37%, list=15%, signal=44%	
GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION	GOBP_POSTSYNAPTIC_SPECIALIZATION_ORGANIZATION		44	-0.55920756	-1.6571618	0.00311042	0.16282961	1.0	3424	tags=41%, list=13%, signal=47%	
GOBP_MESODERMAL_CELL_DIFFERENTIATION	GOBP_MESODERMAL_CELL_DIFFERENTIATION		29	-0.60839266	-1.655781	0.009803922	0.1626265	1.0	4046	tags=34%, list=15%, signal=41%	
GOBP_MOLTING_CYCLE	GOBP_MOLTING_CYCLE		111	-0.47855794	-1.6542774	0.0	0.16292977	1.0	6398	tags=41%, list=24%, signal=53%	
GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT	GOBP_AUTONOMIC_NERVOUS_SYSTEM_DEVELOPMENT		40	-0.57039094	-1.6537864	0.007974481	0.16112477	1.0	3766	tags=43%, list=14%, signal=49%	
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES		154	-0.46424478	-1.647776	0.0	0.1693826	1.0	5210	tags=40%, list=20%, signal=49%	
GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS	GOBP_REGULATION_OF_BRANCHING_INVOLVED_IN_URETERIC_BUD_MORPHOGENESIS		18	-0.66204697	-1.647335	0.009852217	0.16752884	1.0	3901	tags=44%, list=15%, signal=52%	
GOBP_HYPOTHALAMUS_DEVELOPMENT	GOBP_HYPOTHALAMUS_DEVELOPMENT		24	-0.6286926	-1.6471995	0.013605442	0.16508622	1.0	4000	tags=42%, list=15%, signal=49%	
GOBP_NEUROTRANSMITTER_UPTAKE	GOBP_NEUROTRANSMITTER_UPTAKE		44	-0.556881	-1.6471713	0.0048	0.16249423	1.0	4068	tags=36%, list=15%, signal=43%	
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION		147	-0.46283358	-1.6406621	0.0013089005	0.17337999	1.0	4466	tags=36%, list=17%, signal=43%	
GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY	GOBP_POSTSYNAPTIC_DENSITY_ASSEMBLY		22	-0.63248926	-1.6349046	0.019480519	0.18283382	1.0	3424	tags=45%, list=13%, signal=52%	
GOBP_EMBRYONIC_PATTERN_SPECIFICATION	GOBP_EMBRYONIC_PATTERN_SPECIFICATION		64	-0.51811373	-1.6347595	0.0031007752	0.18038717	1.0	4120	tags=28%, list=15%, signal=33%	
GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY	GOBP_POSTSYNAPTIC_SPECIALIZATION_ASSEMBLY		28	-0.60057414	-1.6345698	0.006666667	0.17806871	1.0	3424	tags=43%, list=13%, signal=49%	
GOBP_TRABECULA_FORMATION	GOBP_TRABECULA_FORMATION		24	-0.61920244	-1.6336062	0.0080515295	0.1776875	1.0	5729	tags=50%, list=22%, signal=64%	
GOBP_ANIMAL_ORGAN_FORMATION	GOBP_ANIMAL_ORGAN_FORMATION		60	-0.52328014	-1.6329337	0.0014947683	0.1763461	1.0	4535	tags=33%, list=17%, signal=40%	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION		26	-0.6133801	-1.6323354	0.012861736	0.17509311	1.0	5231	tags=42%, list=20%, signal=53%	
GOBP_MONOATOMIC_ANION_TRANSPORT	GOBP_MONOATOMIC_ANION_TRANSPORT		143	-0.4599583	-1.6316465	0.0	0.17383799	1.0	3907	tags=31%, list=15%, signal=36%	
GOBP_GLOMERULUS_DEVELOPMENT	GOBP_GLOMERULUS_DEVELOPMENT		61	-0.5180473	-1.630665	0.0031007752	0.17310466	1.0	3474	tags=33%, list=13%, signal=38%	
GOBP_CHLORIDE_TRANSPORT	GOBP_CHLORIDE_TRANSPORT		109	-0.47634295	-1.6304443	0.0014662757	0.17119104	1.0	4882	tags=37%, list=18%, signal=45%	
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES		39	-0.5630946	-1.628325	0.0061633284	0.17286706	1.0	3437	tags=36%, list=13%, signal=41%	
GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS	GOBP_MESONEPHRIC_TUBULE_MORPHOGENESIS		60	-0.5221306	-1.6259956	0.0	0.1750746	1.0	4309	tags=35%, list=16%, signal=42%	
GOBP_KINETOCHORE_ASSEMBLY	GOBP_KINETOCHORE_ASSEMBLY		17	-0.6756447	-1.625971	0.013311148	0.17278755	1.0	1275	tags=35%, list=5%, signal=37%	
GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS	GOBP_EMBRYONIC_FORELIMB_MORPHOGENESIS		30	-0.58989555	-1.6247283	0.008503402	0.17315798	1.0	7169	tags=57%, list=27%, signal=77%	
GOBP_EXOCRINE_SYSTEM_DEVELOPMENT	GOBP_EXOCRINE_SYSTEM_DEVELOPMENT		45	-0.5441391	-1.6202941	0.007961784	0.17971365	1.0	6180	tags=56%, list=23%, signal=72%	
GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM		24	-0.623823	-1.6166219	0.0068610637	0.18530887	1.0	2743	tags=29%, list=10%, signal=32%	
GOBP_LOCOMOTORY_BEHAVIOR	GOBP_LOCOMOTORY_BEHAVIOR		190	-0.44075233	-1.6146591	0.0	0.18742196	1.0	4115	tags=29%, list=15%, signal=34%	
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_MAST_CELL_ACTIVATION		20	-0.6369883	-1.6144788	0.019512195	0.18537699	1.0	1916	tags=20%, list=7%, signal=22%	
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT	GOBP_POSITIVE_REGULATION_OF_DENDRITIC_SPINE_DEVELOPMENT		31	-0.592889	-1.6120362	0.013536379	0.18795104	1.0	2648	tags=35%, list=10%, signal=39%	
GOBP_PROGESTERONE_METABOLIC_PROCESS	GOBP_PROGESTERONE_METABOLIC_PROCESS		16	-0.6737056	-1.6082097	0.02020202	0.19380479	1.0	1428	tags=19%, list=5%, signal=20%	
GOBP_SKIN_EPIDERMIS_DEVELOPMENT	GOBP_SKIN_EPIDERMIS_DEVELOPMENT		117	-0.45976523	-1.606483	0.0014684288	0.19512361	1.0	6337	tags=38%, list=24%, signal=50%	
GOBP_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_REGULATION_OF_NEURON_DIFFERENTIATION		177	-0.44053695	-1.6046504	0.0	0.19658768	1.0	4892	tags=32%, list=18%, signal=39%	
GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_SODIUM_ION_TRANSMEMBRANE_TRANSPORT		174	-0.44357586	-1.6042004	0.0	0.19539323	1.0	6119	tags=41%, list=23%, signal=53%	
GOBP_SPERMATID_DIFFERENTIATION	GOBP_SPERMATID_DIFFERENTIATION		193	-0.43728703	-1.6028243	0.0013531799	0.19604388	1.0	5536	tags=32%, list=21%, signal=40%	
GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE	GOBP_RETINA_VASCULATURE_DEVELOPMENT_IN_CAMERA_TYPE_EYE		17	-0.65875185	-1.6022499	0.010084034	0.1951247	1.0	2230	tags=29%, list=8%, signal=32%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_REGULATION_OF_THE_RELEASE_OF_SEQUESTERED_CALCIUM_ION		21	-0.62873894	-1.6018974	0.016366612	0.19353683	1.0	2776	tags=33%, list=10%, signal=37%	
GOBP_ORGAN_INDUCTION	GOBP_ORGAN_INDUCTION		21	-0.6299322	-1.599825	0.008305647	0.19588791	1.0	4309	tags=38%, list=16%, signal=45%	
GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT	GOBP_EMBRYONIC_SKELETAL_SYSTEM_DEVELOPMENT		118	-0.4626954	-1.598889	0.0	0.19549477	1.0	4833	tags=38%, list=18%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS		42	-0.5416556	-1.5987566	0.004680187	0.19361678	1.0	3394	tags=38%, list=13%, signal=44%	
GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS	GOBP_NONRIBOSOMAL_PEPTIDE_BIOSYNTHETIC_PROCESS		17	-0.66552216	-1.5986667	0.015100671	0.19171372	1.0	5510	tags=53%, list=21%, signal=67%	
GOBP_DENDRITE_MORPHOGENESIS	GOBP_DENDRITE_MORPHOGENESIS		134	-0.44755894	-1.5967747	0.0029368575	0.19349551	1.0	4943	tags=38%, list=19%, signal=47%	
GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	GOBP_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM		61	-0.50351155	-1.5941343	0.008169935	0.19707859	1.0	3901	tags=38%, list=15%, signal=44%	
GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	GOBP_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS		30	-0.58124995	-1.5913882	0.011627907	0.20097299	1.0	4777	tags=43%, list=18%, signal=53%	
GOBP_FOREBRAIN_REGIONALIZATION	GOBP_FOREBRAIN_REGIONALIZATION		20	-0.63401777	-1.588911	0.008503402	0.2043069	1.0	5919	tags=50%, list=22%, signal=64%	
GOBP_LYMPHANGIOGENESIS	GOBP_LYMPHANGIOGENESIS		17	-0.650579	-1.5885812	0.020700637	0.20298201	1.0	3923	tags=47%, list=15%, signal=55%	
GOBP_DIENCEPHALON_DEVELOPMENT	GOBP_DIENCEPHALON_DEVELOPMENT		70	-0.48933452	-1.5881643	0.0031347962	0.20187354	1.0	4403	tags=31%, list=17%, signal=38%	
GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_STEM_CELL_PROLIFERATION		50	-0.526437	-1.587354	0.004823151	0.20179412	1.0	4205	tags=36%, list=16%, signal=43%	
GOBP_KIDNEY_MORPHOGENESIS	GOBP_KIDNEY_MORPHOGENESIS		91	-0.47517842	-1.5872846	0.00147929	0.20000602	1.0	4309	tags=33%, list=16%, signal=39%	
GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY		76	-0.48916528	-1.5870397	0.0062695923	0.19847114	1.0	5679	tags=33%, list=21%, signal=42%	
GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES		258	-0.41791114	-1.5856513	0.0	0.19973867	1.0	4886	tags=33%, list=18%, signal=40%	
GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT	GOBP_REGULATION_OF_KIDNEY_DEVELOPMENT		28	-0.5783664	-1.5839418	0.010954617	0.20156407	1.0	3901	tags=36%, list=15%, signal=42%	
GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS	GOBP_CYCLIC_NUCLEOTIDE_METABOLIC_PROCESS		37	-0.55256134	-1.5822052	0.0112	0.20341243	1.0	3814	tags=30%, list=14%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	GOBP_POSITIVE_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION		27	-0.5908835	-1.5803168	0.018394649	0.205709	1.0	4631	tags=44%, list=17%, signal=54%	
GOBP_ACROSOME_ASSEMBLY	GOBP_ACROSOME_ASSEMBLY		23	-0.6053456	-1.57538	0.0085324235	0.21460757	1.0	5934	tags=43%, list=22%, signal=56%	
GOBP_MEIOTIC_CHROMOSOME_SEGREGATION	GOBP_MEIOTIC_CHROMOSOME_SEGREGATION		106	-0.46353304	-1.5744525	0.0	0.21442354	1.0	2779	tags=24%, list=10%, signal=26%	
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING		32	-0.56169224	-1.5735037	0.016260162	0.21473101	1.0	5231	tags=38%, list=20%, signal=47%	
GOBP_AORTIC_VALVE_MORPHOGENESIS	GOBP_AORTIC_VALVE_MORPHOGENESIS		33	-0.5526474	-1.5711902	0.010067114	0.21832787	1.0	3730	tags=42%, list=14%, signal=49%	
GOBP_NEURON_PROJECTION_GUIDANCE	GOBP_NEURON_PROJECTION_GUIDANCE		214	-0.4243351	-1.5704898	0.0013642565	0.21782592	1.0	4945	tags=31%, list=19%, signal=38%	
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS	GOBP_PIGMENT_BIOSYNTHETIC_PROCESS		57	-0.5044702	-1.5682918	0.004636785	0.22064456	1.0	5331	tags=37%, list=20%, signal=46%	
GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS	GOBP_MEIOSIS_I_CELL_CYCLE_PROCESS		129	-0.4509251	-1.5681236	0.0014104373	0.21906778	1.0	2779	tags=22%, list=10%, signal=24%	
GOBP_OUTFLOW_TRACT_MORPHOGENESIS	GOBP_OUTFLOW_TRACT_MORPHOGENESIS		72	-0.4774303	-1.5677488	0.00764526	0.2179806	1.0	4174	tags=35%, list=16%, signal=41%	
GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING	GOBP_REGULATION_OF_CARDIAC_MUSCLE_CONTRACTION_BY_CALCIUM_ION_SIGNALING		25	-0.5943322	-1.5665746	0.015822785	0.21872796	1.0	2776	tags=32%, list=10%, signal=36%	
GOBP_POSTREPLICATION_REPAIR	GOBP_POSTREPLICATION_REPAIR		36	-0.5638334	-1.5650275	0.010989011	0.22063604	1.0	3075	tags=33%, list=12%, signal=38%	
GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_NEURON_DIFFERENTIATION		64	-0.49601135	-1.5635376	0.0045941807	0.2220054	1.0	3630	tags=33%, list=14%, signal=38%	
GOBP_GROOMING_BEHAVIOR	GOBP_GROOMING_BEHAVIOR		18	-0.62565106	-1.5635281	0.027538726	0.22014539	1.0	4043	tags=50%, list=15%, signal=59%	
